재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명		당기			전기	전전기	
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손익		-74,240,766			-342,395,323	
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            확정급여제도의 재측정손익(세후기타포괄손익)		-74,240,766			-342,395,323	
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익		1,119,176,086			2,105,054,604	1,153,521,366
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	dart_OtherGains	      기타영업외이익		3,030,723,370			815,762,757	887,669,659
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	dart_OtherLosses	      기타영업외비용		670,744,208			653,999,812	1,281,866,124
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		2,798,354,339			2,525,721,572	2,460,085,164
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	entity00378363_udf_IS_20196261949235_TotalSellingGeneralAdministrativeExpenses	         판매비		623,937,280			756,086,263	478,428,014
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	entity00378363_udf_IS_201962619492513_TotalSellingGeneralAdministrativeExpenses	         관리비		2,174,417,059			1,769,635,309	1,981,657,150
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		3,338,880,590			1,755,507,278	482,195,155
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		36,426,774,117			35,544,026,258	18,652,107,942
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본및희석주당이익(손실)		70			45	10
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융비용		360,496,436			376,290,862	230,408,751
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		294,462,544			207,375,914	13,210,780
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_GrossProfit	      매출총이익		3,917,530,425			4,630,776,176	3,613,606,530
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)						59,931,775
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		3,413,121,356			2,097,902,601	482,195,155
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		3,413,121,356			2,097,902,601	542,126,930
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[060310]	3S	코스닥시장상장법인	262	전자부품 제조업	03	2024-03-31	사업보고서	KRW	ifrs-full_Revenue	      매출액		40,344,304,542			40,174,802,434	22,265,714,472
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	dart_AdjustmentsForGainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale	      매각예정비유동자산처분이익		770,683,963			-23,499,000,001	
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation	            세후기타포괄손익, 자산재평가차익(차손)		131,483,296			38,685,231,879	
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		83,151,116,032			81,499,612,905	76,221,894,201
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		20,580,051,056			47,013,217,817	2,464,336,632
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		16,626,934,803			7,064,571,831	18,064,586,493
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_AdjustmentsForUndistributedProfitsOfInvestmentsAccountedForUsingEquityMethod	      지분법적용 투자지분의 미분배 수익		-4,270,201,510			-11,930,419,672	-12,159,386,815
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      포괄손익		40,062,621,672			69,280,791,822	4,621,647,881
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         계속영업 기본주당순손익		557			529	-39
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익		557			529	-39
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		68,258,695,661			73,919,573,012	56,284,991,649
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		17,002,845,338			25,106,139,433	7,694,821,792
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		-7,350,104,495			-13,388,124,754	-1,601,067,013
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_OperatingExpense	      영업비용		528,527,262,931			468,120,909,998	515,712,103,661
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손익		15,063,861,752			45,463,510,937	6,350,627,226
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	         당기손익으로 재분류되는 세후기타포괄손익		15,139,668,887			1,226,770,808	7,059,331,508
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	            당기손익으로 재분류되는 지분법 적용대상 관계기업과 공동기업의 세후기타포괄손익에 대한 지분		15,139,668,887			1,226,770,808	7,059,331,508
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	         당기손익으로 재분류 되지않는 세후기타포괄손익		-75,807,135			44,236,740,129	-708,704,282
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxChangeInFairValueOfInvestmentsInEquityInstruments	            기타포괄손익-공정가치측정지분증권평가손익		-207,290,431			152,534,250	-1,339,423,572
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax	            당기손익으로 재분류되지 않는 지분법 적용대상 관계기업과 공동기업의 세후기타포괄손익에 대한 지분					5,398,974,000	630,719,290
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		24,998,759,920			23,817,280,885	-1,728,979,345
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		32,348,864,415			37,205,405,639	-127,912,332
단일 포괄손익계산서, 기능별 분류, 세후 - 별도	[095570]	AJ네트웍스	유가증권시장상장법인	763	산업용 기계 및 장비 임대업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      영업수익		611,678,378,963			549,620,522,903	591,933,997,862
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		11,009,511,614			27,211,035,354	23,860,983,245
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타수익		1,620,687,106			11,050,070,823	2,061,068,848
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타비용		46,322,846,752			28,680,173,583	12,703,525,005
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		-58,397,952,882			2,479,446,987	-6,352,043,643
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		-4,456			196	-489
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		-4,456			196	-489
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		40,352,065,039			33,937,068,978	20,134,638,358
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		15,817,256,670			27,035,002,676	450,577,887
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	      법인세비용(수익)		18,397,753			111,495,988	-79,598,838
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OperatingExpense	      영업비용		16,178,098,645			16,160,990,358	15,505,916,684
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncome	      기타포괄손익		-152,098,728			-87,923,317	33,890,902
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	         당기손익으로 재분류되지 않는항목(세후기타포괄손익)		-152,098,728			-87,923,317	33,890,902
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	            확정급여제도의 재측정손익(세후기타포괄손익)		-152,098,728			-87,923,317	33,890,902
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLoss	      당기순이익(손실)		-58,245,854,154			2,567,370,304	-6,385,934,545
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ProfitLossBeforeTax	      법인세비용차감전순이익(손실)		-58,227,456,401			2,678,866,292	-6,465,533,383
단일 포괄손익계산서, 성격별 분류, 세후 - 별도	[006840]	AK홀딩스	유가증권시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_Revenue	      수익(매출액)		27,187,610,259			43,372,025,712	39,366,899,929
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OperatingIncomeLoss	      영업이익(손실)		-9,972,097,558			-2,989,372,456	-2,448,915,317
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherGains	      기타이익		64,393,962,621			33,029,894,120	6,356,330,002
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_OtherLosses	      기타손실		19,951,074,596			20,032,965,544	951,586,709
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	      판매비와관리비		18,547,021,007			11,814,706,138	10,258,046,012
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_ComprehensiveIncome	      총포괄손익		11,400,635,809			-4,102,961,553	-552,639,661
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_CostOfSales	      매출원가		7,141,628,226			6,161,065,718	4,319,229,383
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_BasicEarningsLossPerShare	         기본주당이익(손실)		626			-229	-22
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	         희석주당이익(손실)		626			-229	-22
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceCosts	      금융원가		25,094,114,647			18,157,960,879	5,933,472,023
단일 포괄손익계산서, 기능별 분류, 세전 - 별도	[054620]	APS	코스닥시장상장법인	649	기타 금융업	12	2024-12-31	사업보고서	KRW	ifrs-full_FinanceIncome	      금융수익		4,735,660,859			9,178,850,070	1,616,383,233
